stateFIPS,State,censusTract,County,Census Tract,Year,Value
17,Illinois,17043842710,DuPage,17043842710,2013-2017,25.80%
17,Illinois,17043842711,DuPage,17043842711,2013-2017,33.10%
17,Illinois,17043842800,DuPage,17043842800,2013-2017,12.30%
17,Illinois,17043842900,DuPage,17043842900,2013-2017,16.00%
17,Illinois,17043843000,DuPage,17043843000,2013-2017,29.10%
17,Illinois,17043843100,DuPage,17043843100,2013-2017,19.40%
17,Illinois,17043843200,DuPage,17043843200,2013-2017,25.80%
17,Illinois,17043843301,DuPage,17043843301,2013-2017,22.50%
17,Illinois,17043843302,DuPage,17043843302,2013-2017,33.70%
17,Illinois,17043843400,DuPage,17043843400,2013-2017,30.60%
17,Illinois,17043843500,DuPage,17043843500,2013-2017,23.30%
17,Illinois,17043843601,DuPage,17043843601,2013-2017,27.80%
17,Illinois,17043843602,DuPage,17043843602,2013-2017,28.70%
17,Illinois,17043843700,DuPage,17043843700,2013-2017,29.30%
17,Illinois,17043843800,DuPage,17043843800,2013-2017,24.00%
17,Illinois,17043843900,DuPage,17043843900,2013-2017,25.30%
17,Illinois,17043844001,DuPage,17043844001,2013-2017,20.70%
17,Illinois,17043844002,DuPage,17043844002,2013-2017,20.80%
17,Illinois,17043844100,DuPage,17043844100,2013-2017,22.60%
17,Illinois,17043844201,DuPage,17043844201,2013-2017,25.20%
17,Illinois,17043844202,DuPage,17043844202,2013-2017,22.10%
17,Illinois,17043844301,DuPage,17043844301,2013-2017,25.80%
17,Illinois,17043844304,DuPage,17043844304,2013-2017,24.00%
17,Illinois,17043844305,DuPage,17043844305,2013-2017,23.40%
17,Illinois,17043844306,DuPage,17043844306,2013-2017,29.30%
17,Illinois,17043844307,DuPage,17043844307,2013-2017,26.00%
17,Illinois,17043844401,DuPage,17043844401,2013-2017,24.20%
17,Illinois,17043844402,DuPage,17043844402,2013-2017,24.70%
17,Illinois,17043844501,DuPage,17043844501,2013-2017,27.10%
17,Illinois,17043844502,DuPage,17043844502,2013-2017,24.70%
17,Illinois,17043844601,DuPage,17043844601,2013-2017,23.50%
17,Illinois,17043844602,DuPage,17043844602,2013-2017,29.60%
17,Illinois,17043844701,DuPage,17043844701,2013-2017,29.50%
17,Illinois,17043844702,DuPage,17043844702,2013-2017,21.40%
17,Illinois,17043844801,DuPage,17043844801,2013-2017,20.50%
17,Illinois,17043844802,DuPage,17043844802,2013-2017,28.40%
17,Illinois,17043844901,DuPage,17043844901,2013-2017,28.90%
17,Illinois,17043844902,DuPage,17043844902,2013-2017,17.20%
17,Illinois,17043845000,DuPage,17043845000,2013-2017,28.30%
17,Illinois,17043845100,DuPage,17043845100,2013-2017,25.20%
17,Illinois,17043845200,DuPage,17043845200,2013-2017,22.20%
17,Illinois,17043845300,DuPage,17043845300,2013-2017,15.80%
17,Illinois,17043845401,DuPage,17043845401,2013-2017,18.80%
17,Illinois,17043845402,DuPage,17043845402,2013-2017,20.90%
17,Illinois,17043845502,DuPage,17043845502,2013-2017,24.90%
17,Illinois,17043845505,DuPage,17043845505,2013-2017,26.00%
17,Illinois,17043845506,DuPage,17043845506,2013-2017,20.90%
17,Illinois,17043845507,DuPage,17043845507,2013-2017,38.30%
17,Illinois,17043845508,DuPage,17043845508,2013-2017,19.00%
17,Illinois,17043845509,DuPage,17043845509,2013-2017,26.80%
17,Illinois,17043845510,DuPage,17043845510,2013-2017,37.60%
17,Illinois,17043845601,DuPage,17043845601,2013-2017,26.90%
17,Illinois,17043845602,DuPage,17043845602,2013-2017,22.60%
17,Illinois,17043845701,DuPage,17043845701,2013-2017,19.00%
17,Illinois,17043845702,DuPage,17043845702,2013-2017,26.70%
17,Illinois,17043845703,DuPage,17043845703,2013-2017,23.50%
17,Illinois,17043845704,DuPage,17043845704,2013-2017,25.60%
17,Illinois,17043845802,DuPage,17043845802,2013-2017,25.00%
17,Illinois,17043845803,DuPage,17043845803,2013-2017,31.60%
17,Illinois,17043845805,DuPage,17043845805,2013-2017,28.30%
17,Illinois,17043845807,DuPage,17043845807,2013-2017,31.70%
17,Illinois,17043845808,DuPage,17043845808,2013-2017,30.10%
17,Illinois,17043845809,DuPage,17043845809,2013-2017,21.90%
17,Illinois,17043845810,DuPage,17043845810,2013-2017,28.50%
17,Illinois,17043845811,DuPage,17043845811,2013-2017,29.60%
17,Illinois,17043845901,DuPage,17043845901,2013-2017,16.40%
17,Illinois,17043845902,DuPage,17043845902,2013-2017,25.20%
17,Illinois,17043846002,DuPage,17043846002,2013-2017,28.30%
17,Illinois,17043846003,DuPage,17043846003,2013-2017,30.00%
17,Illinois,17043846004,DuPage,17043846004,2013-2017,21.20%
17,Illinois,17043846102,DuPage,17043846102,2013-2017,27.90%
17,Illinois,17043846103,DuPage,17043846103,2013-2017,19.70%
17,Illinois,17043846104,DuPage,17043846104,2013-2017,27.10%
17,Illinois,17043846105,DuPage,17043846105,2013-2017,22.40%
17,Illinois,17043846106,DuPage,17043846106,2013-2017,19.00%
17,Illinois,17043846201,DuPage,17043846201,2013-2017,25.20%
17,Illinois,17043846202,DuPage,17043846202,2013-2017,21.70%
17,Illinois,17043846203,DuPage,17043846203,2013-2017,27.50%
17,Illinois,17043846205,DuPage,17043846205,2013-2017,26.90%
17,Illinois,17043846206,DuPage,17043846206,2013-2017,23.00%
17,Illinois,17043846207,DuPage,17043846207,2013-2017,25.70%
17,Illinois,17043846208,DuPage,17043846208,2013-2017,31.90%
17,Illinois,17043846209,DuPage,17043846209,2013-2017,17.30%
17,Illinois,17043846304,DuPage,17043846304,2013-2017,31.00%
17,Illinois,17043846305,DuPage,17043846305,2013-2017,28.90%
17,Illinois,17043846307,DuPage,17043846307,2013-2017,28.50%
17,Illinois,17043846308,DuPage,17043846308,2013-2017,30.00%
17,Illinois,17043846310,DuPage,17043846310,2013-2017,23.20%
17,Illinois,17043846311,DuPage,17043846311,2013-2017,33.90%
17,Illinois,17043846312,DuPage,17043846312,2013-2017,19.40%
17,Illinois,17043846313,DuPage,17043846313,2013-2017,16.80%
17,Illinois,17043846314,DuPage,17043846314,2013-2017,22.50%
17,Illinois,17043846315,DuPage,17043846315,2013-2017,26.10%
17,Illinois,17043846404,DuPage,17043846404,2013-2017,19.10%
17,Illinois,17043846405,DuPage,17043846405,2013-2017,38.70%
17,Illinois,17043846408,DuPage,17043846408,2013-2017,18.00%
17,Illinois,17043846409,DuPage,17043846409,2013-2017,29.40%
17,Illinois,17043846410,DuPage,17043846410,2013-2017,26.30%
17,Illinois,17043846411,DuPage,17043846411,2013-2017,19.60%
17,Illinois,17043846412,DuPage,17043846412,2013-2017,22.00%
17,Illinois,17043846413,DuPage,17043846413,2013-2017,18.60%
17,Illinois,17043846504,DuPage,17043846504,2013-2017,18.20%
17,Illinois,17043846507,DuPage,17043846507,2013-2017,25.70%
17,Illinois,17043846509,DuPage,17043846509,2013-2017,22.30%
17,Illinois,17043846510,DuPage,17043846510,2013-2017,25.80%
17,Illinois,17043846511,DuPage,17043846511,2013-2017,32.80%
17,Illinois,17043846513,DuPage,17043846513,2013-2017,17.00%
17,Illinois,17043846514,DuPage,17043846514,2013-2017,28.70%
17,Illinois,17043846515,DuPage,17043846515,2013-2017,12.60%
17,Illinois,17043846517,DuPage,17043846517,2013-2017,26.30%
17,Illinois,17043846518,DuPage,17043846518,2013-2017,24.00%
17,Illinois,17043846519,DuPage,17043846519,2013-2017,14.60%
17,Illinois,17043846521,DuPage,17043846521,2013-2017,19.80%
17,Illinois,17043846522,DuPage,17043846522,2013-2017,25.50%
17,Illinois,17043846523,DuPage,17043846523,2013-2017,24.40%
17,Illinois,17043846524,DuPage,17043846524,2013-2017,13.10%
17,Illinois,17043846603,DuPage,17043846603,2013-2017,18.60%
17,Illinois,17043846604,DuPage,17043846604,2013-2017,29.20%
17,Illinois,17043846701,DuPage,17043846701,2013-2017,30.10%
17,Illinois,17043846702,DuPage,17043846702,2013-2017,17.50%
17,Illinois,17045070100,Edgar,17045070100,2013-2017,18.20%
17,Illinois,17045070200,Edgar,17045070200,2013-2017,18.10%
17,Illinois,17045070300,Edgar,17045070300,2013-2017,15.50%
17,Illinois,17045070400,Edgar,17045070400,2013-2017,24.50%
17,Illinois,17045070500,Edgar,17045070500,2013-2017,19.60%
17,Illinois,17047956900,Edwards,17047956900,2013-2017,34.70%
17,Illinois,17047957000,Edwards,17047957000,2013-2017,33.20%
17,Illinois,17047957100,Edwards,17047957100,2013-2017,31.40%
17,Illinois,17049950100,Effingham,17049950100,2013-2017,28.00%
17,Illinois,17049950200,Effingham,17049950200,2013-2017,24.60%
17,Illinois,17049950300,Effingham,17049950300,2013-2017,30.50%
17,Illinois,17049950400,Effingham,17049950400,2013-2017,25.10%
17,Illinois,17049950500,Effingham,17049950500,2013-2017,33.80%
17,Illinois,17049950600,Effingham,17049950600,2013-2017,27.40%
17,Illinois,17049950700,Effingham,17049950700,2013-2017,27.60%
17,Illinois,17049950800,Effingham,17049950800,2013-2017,24.00%
17,Illinois,17051950500,Fayette,17051950500,2013-2017,28.00%
17,Illinois,17051950600,Fayette,17051950600,2013-2017,25.80%
17,Illinois,17051950700,Fayette,17051950700,2013-2017,17.60%
17,Illinois,17051950800,Fayette,17051950800,2013-2017,27.00%
17,Illinois,17051950900,Fayette,17051950900,2013-2017,38.70%
17,Illinois,17051951000,Fayette,17051951000,2013-2017,28.20%
17,Illinois,17051951100,Fayette,17051951100,2013-2017,20.80%
17,Illinois,17053961600,Ford,17053961600,2013-2017,22.50%
17,Illinois,17053961700,Ford,17053961700,2013-2017,22.40%
17,Illinois,17053961800,Ford,17053961800,2013-2017,24.60%
17,Illinois,17053961900,Ford,17053961900,2013-2017,26.70%
17,Illinois,17053962000,Ford,17053962000,2013-2017,26.10%
17,Illinois,17055040100,Franklin,17055040100,2013-2017,21.60%
17,Illinois,17055040200,Franklin,17055040200,2013-2017,25.30%
17,Illinois,17055040300,Franklin,17055040300,2013-2017,25.30%
17,Illinois,17055040400,Franklin,17055040400,2013-2017,19.70%
17,Illinois,17055040500,Franklin,17055040500,2013-2017,19.10%
17,Illinois,17055040600,Franklin,17055040600,2013-2017,27.60%
17,Illinois,17055040700,Franklin,17055040700,2013-2017,26.00%
17,Illinois,17055040800,Franklin,17055040800,2013-2017,31.80%
17,Illinois,17055040900,Franklin,17055040900,2013-2017,37.50%
17,Illinois,17055041000,Franklin,17055041000,2013-2017,25.30%
17,Illinois,17055041100,Franklin,17055041100,2013-2017,23.70%
17,Illinois,17055041200,Franklin,17055041200,2013-2017,26.90%
17,Illinois,17057952800,Fulton,17057952800,2013-2017,24.20%
17,Illinois,17057952900,Fulton,17057952900,2013-2017,30.20%
17,Illinois,17057953000,Fulton,17057953000,2013-2017,31.60%
17,Illinois,17057953100,Fulton,17057953100,2013-2017,19.00%
17,Illinois,17057953200,Fulton,17057953200,2013-2017,19.90%
17,Illinois,17057953300,Fulton,17057953300,2013-2017,23.10%
17,Illinois,17057953400,Fulton,17057953400,2013-2017,18.40%
17,Illinois,17057953500,Fulton,17057953500,2013-2017,22.60%
17,Illinois,17057953600,Fulton,17057953600,2013-2017,22.10%
17,Illinois,17057953700,Fulton,17057953700,2013-2017,20.40%
17,Illinois,17057953800,Fulton,17057953800,2013-2017,24.60%
17,Illinois,17057953900,Fulton,17057953900,2013-2017,32.60%
17,Illinois,17059972700,Gallatin,17059972700,2013-2017,26.70%
17,Illinois,17059972800,Gallatin,17059972800,2013-2017,28.40%
17,Illinois,17061973600,Greene,17061973600,2013-2017,36.40%
17,Illinois,17061973700,Greene,17061973700,2013-2017,29.40%
17,Illinois,17061973800,Greene,17061973800,2013-2017,41.70%
17,Illinois,17061973900,Greene,17061973900,2013-2017,29.20%
17,Illinois,17061974000,Greene,17061974000,2013-2017,38.40%
17,Illinois,17063000102,Grundy,17063000102,2013-2017,36.90%
17,Illinois,17063000103,Grundy,17063000103,2013-2017,38.90%
17,Illinois,17063000200,Grundy,17063000200,2013-2017,26.80%
17,Illinois,17063000300,Grundy,17063000300,2013-2017,36.80%
17,Illinois,17063000400,Grundy,17063000400,2013-2017,27.20%
17,Illinois,17063000500,Grundy,17063000500,2013-2017,23.90%
17,Illinois,17063000600,Grundy,17063000600,2013-2017,26.30%
17,Illinois,17063000700,Grundy,17063000700,2013-2017,27.30%
17,Illinois,17063000800,Grundy,17063000800,2013-2017,36.10%
17,Illinois,17063000900,Grundy,17063000900,2013-2017,32.60%
17,Illinois,17065973100,Hamilton,17065973100,2013-2017,38.60%
17,Illinois,17065973200,Hamilton,17065973200,2013-2017,14.70%
17,Illinois,17065973300,Hamilton,17065973300,2013-2017,23.20%
17,Illinois,17067953700,Hancock,17067953700,2013-2017,25.50%
17,Illinois,17067953800,Hancock,17067953800,2013-2017,35.30%
17,Illinois,17067953900,Hancock,17067953900,2013-2017,28.40%
17,Illinois,17067954000,Hancock,17067954000,2013-2017,42.20%
17,Illinois,17067954100,Hancock,17067954100,2013-2017,40.40%
17,Illinois,17067954200,Hancock,17067954200,2013-2017,28.90%
17,Illinois,17067954300,Hancock,17067954300,2013-2017,34.30%
17,Illinois,17069970900,Hardin,17069970900,2013-2017,30.60%
17,Illinois,17069971000,Hardin,17069971000,2013-2017,31.30%
17,Illinois,17071973300,Henderson,17071973300,2013-2017,27.30%
17,Illinois,17071973400,Henderson,17071973400,2013-2017,25.10%
17,Illinois,17071973500,Henderson,17071973500,2013-2017,31.10%
17,Illinois,17073030100,Henry,17073030100,2013-2017,21.60%
17,Illinois,17073030201,Henry,17073030201,2013-2017,18.10%
17,Illinois,17073030202,Henry,17073030202,2013-2017,26.00%
17,Illinois,17073030203,Henry,17073030203,2013-2017,26.70%
17,Illinois,17073030300,Henry,17073030300,2013-2017,23.60%
17,Illinois,17073030400,Henry,17073030400,2013-2017,22.40%
17,Illinois,17073030500,Henry,17073030500,2013-2017,22.90%
17,Illinois,17073030600,Henry,17073030600,2013-2017,21.40%
17,Illinois,17073030800,Henry,17073030800,2013-2017,17.40%
17,Illinois,17073030900,Henry,17073030900,2013-2017,27.50%
17,Illinois,17073031000,Henry,17073031000,2013-2017,24.90%
17,Illinois,17073031100,Henry,17073031100,2013-2017,30.70%
17,Illinois,17073031200,Henry,17073031200,2013-2017,27.40%
17,Illinois,17075950100,Iroquois,17075950100,2013-2017,15.80%
17,Illinois,17075950200,Iroquois,17075950200,2013-2017,32.20%
17,Illinois,17075950300,Iroquois,17075950300,2013-2017,29.60%
17,Illinois,17075950400,Iroquois,17075950400,2013-2017,30.00%
17,Illinois,17075950500,Iroquois,17075950500,2013-2017,30.90%
17,Illinois,17075950600,Iroquois,17075950600,2013-2017,23.00%
17,Illinois,17075950700,Iroquois,17075950700,2013-2017,24.20%
17,Illinois,17075950800,Iroquois,17075950800,2013-2017,27.10%
17,Illinois,17075950900,Iroquois,17075950900,2013-2017,31.00%
17,Illinois,17077010100,Jackson,17077010100,2013-2017,17.10%
17,Illinois,17077010200,Jackson,17077010200,2013-2017,31.20%
17,Illinois,17077010300,Jackson,17077010300,2013-2017,26.00%
17,Illinois,17077010400,Jackson,17077010400,2013-2017,29.10%
17,Illinois,17077010600,Jackson,17077010600,2013-2017,25.00%
17,Illinois,17077010700,Jackson,17077010700,2013-2017,28.30%
17,Illinois,17077010800,Jackson,17077010800,2013-2017,38.50%
17,Illinois,17077010900,Jackson,17077010900,2013-2017,30.50%
17,Illinois,17077011000,Jackson,17077011000,2013-2017,32.00%
17,Illinois,17077011100,Jackson,17077011100,2013-2017,44.40%
17,Illinois,17077011200,Jackson,17077011200,2013-2017,24.20%
17,Illinois,17077011400,Jackson,17077011400,2013-2017,28.50%
17,Illinois,17077011600,Jackson,17077011600,2013-2017,25.50%
17,Illinois,17077011700,Jackson,17077011700,2013-2017,28.50%
17,Illinois,17079977300,Jasper,17079977300,2013-2017,29.00%
17,Illinois,17079977400,Jasper,17079977400,2013-2017,24.70%
17,Illinois,17079977500,Jasper,17079977500,2013-2017,35.20%
17,Illinois,17081050100,Jefferson,17081050100,2013-2017,13.90%
17,Illinois,17081050200,Jefferson,17081050200,2013-2017,15.10%
17,Illinois,17081050300,Jefferson,17081050300,2013-2017,13.10%
17,Illinois,17081050400,Jefferson,17081050400,2013-2017,9.50%
17,Illinois,17081050500,Jefferson,17081050500,2013-2017,14.40%
17,Illinois,17081050600,Jefferson,17081050600,2013-2017,21.30%
17,Illinois,17081050700,Jefferson,17081050700,2013-2017,24.90%
17,Illinois,17081050800,Jefferson,17081050800,2013-2017,24.90%
17,Illinois,17081050900,Jefferson,17081050900,2013-2017,17.30%
17,Illinois,17081051000,Jefferson,17081051000,2013-2017,8.70%
17,Illinois,17081051100,Jefferson,17081051100,2013-2017,21.30%
17,Illinois,17083010100,Jersey,17083010100,2013-2017,49.30%
17,Illinois,17083010200,Jersey,17083010200,2013-2017,32.90%
17,Illinois,17083010300,Jersey,17083010300,2013-2017,26.40%
17,Illinois,17083010401,Jersey,17083010401,2013-2017,37.00%
17,Illinois,17083010402,Jersey,17083010402,2013-2017,54.00%
17,Illinois,17083010500,Jersey,17083010500,2013-2017,32.20%
17,Illinois,17085020100,Jo Daviess,17085020100,2013-2017,21.50%
17,Illinois,17085020200,Jo Daviess,17085020200,2013-2017,24.20%
17,Illinois,17085020300,Jo Daviess,17085020300,2013-2017,29.50%
17,Illinois,17085020401,Jo Daviess,17085020401,2013-2017,30.70%
17,Illinois,17085020402,Jo Daviess,17085020402,2013-2017,19.90%
17,Illinois,17085020500,Jo Daviess,17085020500,2013-2017,21.90%
17,Illinois,17087977600,Johnson,17087977600,2013-2017,23.70%
17,Illinois,17087977700,Johnson,17087977700,2013-2017,18.20%
17,Illinois,17087977800,Johnson,17087977800,2013-2017,20.30%
17,Illinois,17087980000,Johnson,17087980000,2013-2017,71.40%
17,Illinois,17089850101,Kane,17089850101,2013-2017,19.80%
17,Illinois,17089850103,Kane,17089850103,2013-2017,18.00%
17,Illinois,17089850105,Kane,17089850105,2013-2017,23.90%
17,Illinois,17089850106,Kane,17089850106,2013-2017,24.10%
17,Illinois,17089850201,Kane,17089850201,2013-2017,21.80%
17,Illinois,17089850202,Kane,17089850202,2013-2017,15.40%
17,Illinois,17089850301,Kane,17089850301,2013-2017,22.30%
17,Illinois,17089850302,Kane,17089850302,2013-2017,20.70%
17,Illinois,17089850400,Kane,17089850400,2013-2017,22.30%
17,Illinois,17089850500,Kane,17089850500,2013-2017,16.20%
17,Illinois,17089850600,Kane,17089850600,2013-2017,22.50%
17,Illinois,17089850701,Kane,17089850701,2013-2017,21.80%
17,Illinois,17089850702,Kane,17089850702,2013-2017,36.00%
17,Illinois,17089850703,Kane,17089850703,2013-2017,14.70%
17,Illinois,17089850800,Kane,17089850800,2013-2017,21.60%
17,Illinois,17089851000,Kane,17089851000,2013-2017,24.20%
17,Illinois,17089851101,Kane,17089851101,2013-2017,13.40%
17,Illinois,17089851102,Kane,17089851102,2013-2017,18.50%
17,Illinois,17089851301,Kane,17089851301,2013-2017,33.60%
17,Illinois,17089851302,Kane,17089851302,2013-2017,18.30%
17,Illinois,17089851400,Kane,17089851400,2013-2017,14.40%
17,Illinois,17089851500,Kane,17089851500,2013-2017,17.60%
17,Illinois,17089851600,Kane,17089851600,2013-2017,19.40%
17,Illinois,17089851801,Kane,17089851801,2013-2017,25.30%
17,Illinois,17089851904,Kane,17089851904,2013-2017,34.30%
17,Illinois,17089851905,Kane,17089851905,2013-2017,26.70%
17,Illinois,17089851907,Kane,17089851907,2013-2017,32.50%
17,Illinois,17089851908,Kane,17089851908,2013-2017,24.70%
17,Illinois,17089851909,Kane,17089851909,2013-2017,22.60%
17,Illinois,17089851910,Kane,17089851910,2013-2017,29.80%
17,Illinois,17089852001,Kane,17089852001,2013-2017,20.00%
17,Illinois,17089852002,Kane,17089852002,2013-2017,21.80%
17,Illinois,17089852003,Kane,17089852003,2013-2017,19.30%
17,Illinois,17089852101,Kane,17089852101,2013-2017,25.10%
17,Illinois,17089852102,Kane,17089852102,2013-2017,20.10%
17,Illinois,17089852201,Kane,17089852201,2013-2017,23.50%
17,Illinois,17089852202,Kane,17089852202,2013-2017,19.80%
17,Illinois,17089852300,Kane,17089852300,2013-2017,11.00%
17,Illinois,17089852401,Kane,17089852401,2013-2017,28.50%
17,Illinois,17089852402,Kane,17089852402,2013-2017,19.90%
17,Illinois,17089852403,Kane,17089852403,2013-2017,23.10%
17,Illinois,17089852500,Kane,17089852500,2013-2017,21.10%
17,Illinois,17089852601,Kane,17089852601,2013-2017,15.90%
17,Illinois,17089852606,Kane,17089852606,2013-2017,20.50%
17,Illinois,17089852700,Kane,17089852700,2013-2017,19.50%
17,Illinois,17089852803,Kane,17089852803,2013-2017,17.60%
17,Illinois,17089852805,Kane,17089852805,2013-2017,17.90%
17,Illinois,17089852806,Kane,17089852806,2013-2017,26.60%
17,Illinois,17089852807,Kane,17089852807,2013-2017,20.90%
17,Illinois,17089852808,Kane,17089852808,2013-2017,23.90%
17,Illinois,17089852903,Kane,17089852903,2013-2017,17.70%
17,Illinois,17089852904,Kane,17089852904,2013-2017,9.60%
17,Illinois,17089852905,Kane,17089852905,2013-2017,16.20%
17,Illinois,17089852906,Kane,17089852906,2013-2017,11.30%
17,Illinois,17089852907,Kane,17089852907,2013-2017,10.10%
17,Illinois,17089853001,Kane,17089853001,2013-2017,19.30%
17,Illinois,17089853004,Kane,17089853004,2013-2017,21.50%
17,Illinois,17089853005,Kane,17089853005,2013-2017,18.00%
17,Illinois,17089853006,Kane,17089853006,2013-2017,16.50%
17,Illinois,17089853007,Kane,17089853007,2013-2017,16.60%
17,Illinois,17089853008,Kane,17089853008,2013-2017,23.30%
17,Illinois,17089853100,Kane,17089853100,2013-2017,24.50%
17,Illinois,17089853200,Kane,17089853200,2013-2017,17.70%
17,Illinois,17089853300,Kane,17089853300,2013-2017,11.70%
17,Illinois,17089853400,Kane,17089853400,2013-2017,16.40%
17,Illinois,17089853500,Kane,17089853500,2013-2017,10.40%
17,Illinois,17089853600,Kane,17089853600,2013-2017,10.80%
17,Illinois,17089853900,Kane,17089853900,2013-2017,17.70%
17,Illinois,17089854001,Kane,17089854001,2013-2017,22.10%
17,Illinois,17089854002,Kane,17089854002,2013-2017,18.80%
17,Illinois,17089854100,Kane,17089854100,2013-2017,13.20%
17,Illinois,17089854200,Kane,17089854200,2013-2017,13.70%
17,Illinois,17089854301,Kane,17089854301,2013-2017,17.50%
17,Illinois,17089854302,Kane,17089854302,2013-2017,20.20%
17,Illinois,17089854400,Kane,17089854400,2013-2017,17.10%
17,Illinois,17089854501,Kane,17089854501,2013-2017,19.90%
17,Illinois,17089854503,Kane,17089854503,2013-2017,20.80%
17,Illinois,17089854504,Kane,17089854504,2013-2017,20.50%
17,Illinois,17089854600,Kane,17089854600,2013-2017,21.30%
17,Illinois,17089854700,Kane,17089854700,2013-2017,9.90%
17,Illinois,17089854800,Kane,17089854800,2013-2017,21.10%
17,Illinois,17089854900,Kane,17089854900,2013-2017,16.40%
17,Illinois,17091010100,Kankakee,17091010100,2013-2017,34.60%
17,Illinois,17091010201,Kankakee,17091010201,2013-2017,18.10%
17,Illinois,17091010202,Kankakee,17091010202,2013-2017,30.00%
17,Illinois,17091010300,Kankakee,17091010300,2013-2017,24.60%
17,Illinois,17091010400,Kankakee,17091010400,2013-2017,22.60%
17,Illinois,17091010500,Kankakee,17091010500,2013-2017,20.00%
17,Illinois,17091010601,Kankakee,17091010601,2013-2017,27.80%
17,Illinois,17091010602,Kankakee,17091010602,2013-2017,27.90%
17,Illinois,17091010701,Kankakee,17091010701,2013-2017,30.40%
17,Illinois,17091010702,Kankakee,17091010702,2013-2017,27.00%
17,Illinois,17091010800,Kankakee,17091010800,2013-2017,25.80%
17,Illinois,17091010900,Kankakee,17091010900,2013-2017,32.20%
17,Illinois,17091011000,Kankakee,17091011000,2013-2017,20.30%
17,Illinois,17091011100,Kankakee,17091011100,2013-2017,36.40%
17,Illinois,17091011200,Kankakee,17091011200,2013-2017,22.50%
17,Illinois,17091011300,Kankakee,17091011300,2013-2017,28.60%
17,Illinois,17091011400,Kankakee,17091011400,2013-2017,27.40%
17,Illinois,17091011500,Kankakee,17091011500,2013-2017,27.70%
17,Illinois,17091011600,Kankakee,17091011600,2013-2017,20.50%
17,Illinois,17091011700,Kankakee,17091011700,2013-2017,17.10%
17,Illinois,17091011800,Kankakee,17091011800,2013-2017,20.50%
17,Illinois,17091011900,Kankakee,17091011900,2013-2017,24.80%
17,Illinois,17091012000,Kankakee,17091012000,2013-2017,25.60%
17,Illinois,17091012100,Kankakee,17091012100,2013-2017,37.70%
17,Illinois,17091012200,Kankakee,17091012200,2013-2017,37.70%
17,Illinois,17091012300,Kankakee,17091012300,2013-2017,28.10%
17,Illinois,17091012400,Kankakee,17091012400,2013-2017,30.60%
17,Illinois,17091012500,Kankakee,17091012500,2013-2017,21.80%
17,Illinois,17091012600,Kankakee,17091012600,2013-2017,27.30%
17,Illinois,17093890101,Kendall,17093890101,2013-2017,30.70%
17,Illinois,17093890102,Kendall,17093890102,2013-2017,31.80%
17,Illinois,17093890201,Kendall,17093890201,2013-2017,30.30%
17,Illinois,17093890202,Kendall,17093890202,2013-2017,24.60%
17,Illinois,17093890301,Kendall,17093890301,2013-2017,16.70%
17,Illinois,17093890302,Kendall,17093890302,2013-2017,26.40%
17,Illinois,17093890400,Kendall,17093890400,2013-2017,33.30%
17,Illinois,17093890500,Kendall,17093890500,2013-2017,32.20%
17,Illinois,17093890600,Kendall,17093890600,2013-2017,30.10%
17,Illinois,17093890700,Kendall,17093890700,2013-2017,26.30%
17,Illinois,17095000100,Knox,17095000100,2013-2017,31.10%
17,Illinois,17095000200,Knox,17095000200,2013-2017,35.80%
17,Illinois,17095000300,Knox,17095000300,2013-2017,29.00%
17,Illinois,17095000400,Knox,17095000400,2013-2017,29.60%
17,Illinois,17095000500,Knox,17095000500,2013-2017,26.10%
17,Illinois,17095000600,Knox,17095000600,2013-2017,28.10%
17,Illinois,17095000700,Knox,17095000700,2013-2017,39.80%
17,Illinois,17095000800,Knox,17095000800,2013-2017,7.60%
17,Illinois,17095000900,Knox,17095000900,2013-2017,24.80%
17,Illinois,17095001000,Knox,17095001000,2013-2017,29.30%
17,Illinois,17095001100,Knox,17095001100,2013-2017,17.10%
17,Illinois,17095001200,Knox,17095001200,2013-2017,28.90%
17,Illinois,17095001300,Knox,17095001300,2013-2017,32.10%
17,Illinois,17095001400,Knox,17095001400,2013-2017,24.30%
17,Illinois,17095001500,Knox,17095001500,2013-2017,21.60%
17,Illinois,17095001600,Knox,17095001600,2013-2017,27.00%
17,Illinois,17099961701,LaSalle,17099961701,2013-2017,34.00%
17,Illinois,17099961702,LaSalle,17099961702,2013-2017,23.80%
17,Illinois,17099961800,LaSalle,17099961800,2013-2017,26.90%
17,Illinois,17099961900,LaSalle,17099961900,2013-2017,24.80%
17,Illinois,17099962000,LaSalle,17099962000,2013-2017,24.10%
17,Illinois,17099962100,LaSalle,17099962100,2013-2017,21.20%
17,Illinois,17099962200,LaSalle,17099962200,2013-2017,32.40%
17,Illinois,17099962300,LaSalle,17099962300,2013-2017,25.20%
17,Illinois,17099962400,LaSalle,17099962400,2013-2017,27.40%
17,Illinois,17099962500,LaSalle,17099962500,2013-2017,21.50%
17,Illinois,17099962600,LaSalle,17099962600,2013-2017,25.10%
17,Illinois,17099962700,LaSalle,17099962700,2013-2017,17.80%
17,Illinois,17099962800,LaSalle,17099962800,2013-2017,17.20%
17,Illinois,17099962900,LaSalle,17099962900,2013-2017,21.60%
17,Illinois,17099963000,LaSalle,17099963000,2013-2017,18.50%
17,Illinois,17099963100,LaSalle,17099963100,2013-2017,27.00%
17,Illinois,17099963200,LaSalle,17099963200,2013-2017,29.50%
