stateFIPS,State,censusTract,Census Tract,Year,Value
17,Illinois,17043842602,"DuPage County, IL - 17043842602",2013-2017,85.80%
17,Illinois,17043842603,"DuPage County, IL - 17043842603",2013-2017,77.80%
17,Illinois,17043842604,"DuPage County, IL - 17043842604",2013-2017,63.40%
17,Illinois,17043842605,"DuPage County, IL - 17043842605",2013-2017,79.40%
17,Illinois,17043842702,"DuPage County, IL - 17043842702",2013-2017,80.30%
17,Illinois,17043842703,"DuPage County, IL - 17043842703",2013-2017,80.90%
17,Illinois,17043842704,"DuPage County, IL - 17043842704",2013-2017,79.00%
17,Illinois,17043842706,"DuPage County, IL - 17043842706",2013-2017,74.50%
17,Illinois,17043842708,"DuPage County, IL - 17043842708",2013-2017,84.20%
17,Illinois,17043842709,"DuPage County, IL - 17043842709",2013-2017,75.60%
17,Illinois,17043842710,"DuPage County, IL - 17043842710",2013-2017,75.40%
17,Illinois,17043842711,"DuPage County, IL - 17043842711",2013-2017,86.20%
17,Illinois,17043842800,"DuPage County, IL - 17043842800",2013-2017,83.00%
17,Illinois,17043842900,"DuPage County, IL - 17043842900",2013-2017,77.40%
17,Illinois,17043843000,"DuPage County, IL - 17043843000",2013-2017,81.20%
17,Illinois,17043843100,"DuPage County, IL - 17043843100",2013-2017,70.60%
17,Illinois,17043843200,"DuPage County, IL - 17043843200",2013-2017,62.10%
17,Illinois,17043843301,"DuPage County, IL - 17043843301",2013-2017,78.10%
17,Illinois,17043843302,"DuPage County, IL - 17043843302",2013-2017,68.80%
17,Illinois,17043843400,"DuPage County, IL - 17043843400",2013-2017,71.70%
17,Illinois,17043843500,"DuPage County, IL - 17043843500",2013-2017,80.90%
17,Illinois,17043843601,"DuPage County, IL - 17043843601",2013-2017,81.60%
17,Illinois,17043843602,"DuPage County, IL - 17043843602",2013-2017,77.50%
17,Illinois,17043843700,"DuPage County, IL - 17043843700",2013-2017,73.90%
17,Illinois,17043843800,"DuPage County, IL - 17043843800",2013-2017,70.40%
17,Illinois,17043843900,"DuPage County, IL - 17043843900",2013-2017,75.70%
17,Illinois,17043844001,"DuPage County, IL - 17043844001",2013-2017,75.20%
17,Illinois,17043844002,"DuPage County, IL - 17043844002",2013-2017,80.20%
17,Illinois,17043844100,"DuPage County, IL - 17043844100",2013-2017,82.20%
17,Illinois,17043844201,"DuPage County, IL - 17043844201",2013-2017,76.00%
17,Illinois,17043844202,"DuPage County, IL - 17043844202",2013-2017,77.30%
17,Illinois,17043844301,"DuPage County, IL - 17043844301",2013-2017,74.90%
17,Illinois,17043844304,"DuPage County, IL - 17043844304",2013-2017,74.50%
17,Illinois,17043844305,"DuPage County, IL - 17043844305",2013-2017,66.50%
17,Illinois,17043844306,"DuPage County, IL - 17043844306",2013-2017,68.70%
17,Illinois,17043844307,"DuPage County, IL - 17043844307",2013-2017,74.50%
17,Illinois,17043844401,"DuPage County, IL - 17043844401",2013-2017,77.50%
17,Illinois,17043844402,"DuPage County, IL - 17043844402",2013-2017,74.10%
17,Illinois,17043844501,"DuPage County, IL - 17043844501",2013-2017,71.20%
17,Illinois,17043844502,"DuPage County, IL - 17043844502",2013-2017,56.50%
17,Illinois,17043844601,"DuPage County, IL - 17043844601",2013-2017,61.00%
17,Illinois,17043844602,"DuPage County, IL - 17043844602",2013-2017,70.70%
17,Illinois,17043844701,"DuPage County, IL - 17043844701",2013-2017,66.20%
17,Illinois,17043844702,"DuPage County, IL - 17043844702",2013-2017,78.10%
17,Illinois,17043844801,"DuPage County, IL - 17043844801",2013-2017,76.30%
17,Illinois,17043844802,"DuPage County, IL - 17043844802",2013-2017,69.20%
17,Illinois,17043844901,"DuPage County, IL - 17043844901",2013-2017,78.60%
17,Illinois,17043844902,"DuPage County, IL - 17043844902",2013-2017,67.50%
17,Illinois,17043845000,"DuPage County, IL - 17043845000",2013-2017,75.50%
17,Illinois,17043845100,"DuPage County, IL - 17043845100",2013-2017,81.00%
17,Illinois,17043845200,"DuPage County, IL - 17043845200",2013-2017,84.80%
17,Illinois,17043845300,"DuPage County, IL - 17043845300",2013-2017,89.40%
17,Illinois,17043845401,"DuPage County, IL - 17043845401",2013-2017,82.80%
17,Illinois,17043845402,"DuPage County, IL - 17043845402",2013-2017,74.20%
17,Illinois,17043845502,"DuPage County, IL - 17043845502",2013-2017,77.90%
17,Illinois,17043845505,"DuPage County, IL - 17043845505",2013-2017,67.80%
17,Illinois,17043845506,"DuPage County, IL - 17043845506",2013-2017,56.50%
17,Illinois,17043845507,"DuPage County, IL - 17043845507",2013-2017,69.00%
17,Illinois,17043845508,"DuPage County, IL - 17043845508",2013-2017,66.50%
17,Illinois,17043845509,"DuPage County, IL - 17043845509",2013-2017,83.00%
17,Illinois,17043845510,"DuPage County, IL - 17043845510",2013-2017,75.60%
17,Illinois,17043845601,"DuPage County, IL - 17043845601",2013-2017,66.00%
17,Illinois,17043845602,"DuPage County, IL - 17043845602",2013-2017,71.30%
17,Illinois,17043845701,"DuPage County, IL - 17043845701",2013-2017,76.50%
17,Illinois,17043845702,"DuPage County, IL - 17043845702",2013-2017,80.10%
17,Illinois,17043845703,"DuPage County, IL - 17043845703",2013-2017,79.50%
17,Illinois,17043845704,"DuPage County, IL - 17043845704",2013-2017,84.80%
17,Illinois,17043845802,"DuPage County, IL - 17043845802",2013-2017,65.00%
17,Illinois,17043845803,"DuPage County, IL - 17043845803",2013-2017,72.40%
17,Illinois,17043845805,"DuPage County, IL - 17043845805",2013-2017,73.30%
17,Illinois,17043845807,"DuPage County, IL - 17043845807",2013-2017,72.90%
17,Illinois,17043845808,"DuPage County, IL - 17043845808",2013-2017,81.50%
17,Illinois,17043845809,"DuPage County, IL - 17043845809",2013-2017,80.70%
17,Illinois,17043845810,"DuPage County, IL - 17043845810",2013-2017,76.70%
17,Illinois,17043845811,"DuPage County, IL - 17043845811",2013-2017,67.60%
17,Illinois,17043845901,"DuPage County, IL - 17043845901",2013-2017,81.40%
17,Illinois,17043845902,"DuPage County, IL - 17043845902",2013-2017,79.60%
17,Illinois,17043846002,"DuPage County, IL - 17043846002",2013-2017,67.30%
17,Illinois,17043846003,"DuPage County, IL - 17043846003",2013-2017,71.80%
17,Illinois,17043846004,"DuPage County, IL - 17043846004",2013-2017,58.50%
17,Illinois,17043846102,"DuPage County, IL - 17043846102",2013-2017,81.50%
17,Illinois,17043846103,"DuPage County, IL - 17043846103",2013-2017,79.70%
17,Illinois,17043846104,"DuPage County, IL - 17043846104",2013-2017,82.70%
17,Illinois,17043846105,"DuPage County, IL - 17043846105",2013-2017,84.80%
17,Illinois,17043846106,"DuPage County, IL - 17043846106",2013-2017,88.60%
17,Illinois,17043846201,"DuPage County, IL - 17043846201",2013-2017,85.30%
17,Illinois,17043846202,"DuPage County, IL - 17043846202",2013-2017,82.20%
17,Illinois,17043846203,"DuPage County, IL - 17043846203",2013-2017,87.80%
17,Illinois,17043846205,"DuPage County, IL - 17043846205",2013-2017,90.60%
17,Illinois,17043846206,"DuPage County, IL - 17043846206",2013-2017,79.70%
17,Illinois,17043846207,"DuPage County, IL - 17043846207",2013-2017,84.40%
17,Illinois,17043846208,"DuPage County, IL - 17043846208",2013-2017,87.70%
17,Illinois,17043846209,"DuPage County, IL - 17043846209",2013-2017,73.10%
17,Illinois,17043846304,"DuPage County, IL - 17043846304",2013-2017,87.50%
17,Illinois,17043846305,"DuPage County, IL - 17043846305",2013-2017,81.30%
17,Illinois,17043846307,"DuPage County, IL - 17043846307",2013-2017,77.50%
17,Illinois,17043846308,"DuPage County, IL - 17043846308",2013-2017,77.50%
17,Illinois,17043846310,"DuPage County, IL - 17043846310",2013-2017,74.10%
17,Illinois,17043846311,"DuPage County, IL - 17043846311",2013-2017,75.30%
17,Illinois,17043846312,"DuPage County, IL - 17043846312",2013-2017,83.10%
17,Illinois,17043846313,"DuPage County, IL - 17043846313",2013-2017,89.20%
17,Illinois,17043846314,"DuPage County, IL - 17043846314",2013-2017,91.30%
17,Illinois,17043846315,"DuPage County, IL - 17043846315",2013-2017,76.60%
17,Illinois,17043846404,"DuPage County, IL - 17043846404",2013-2017,66.50%
17,Illinois,17043846405,"DuPage County, IL - 17043846405",2013-2017,79.60%
17,Illinois,17043846408,"DuPage County, IL - 17043846408",2013-2017,84.90%
17,Illinois,17043846409,"DuPage County, IL - 17043846409",2013-2017,83.80%
17,Illinois,17043846410,"DuPage County, IL - 17043846410",2013-2017,82.40%
17,Illinois,17043846411,"DuPage County, IL - 17043846411",2013-2017,88.60%
17,Illinois,17043846412,"DuPage County, IL - 17043846412",2013-2017,84.50%
17,Illinois,17043846413,"DuPage County, IL - 17043846413",2013-2017,78.30%
17,Illinois,17043846504,"DuPage County, IL - 17043846504",2013-2017,77.70%
17,Illinois,17043846507,"DuPage County, IL - 17043846507",2013-2017,87.60%
17,Illinois,17043846509,"DuPage County, IL - 17043846509",2013-2017,84.20%
17,Illinois,17043846510,"DuPage County, IL - 17043846510",2013-2017,89.70%
17,Illinois,17043846511,"DuPage County, IL - 17043846511",2013-2017,78.10%
17,Illinois,17043846513,"DuPage County, IL - 17043846513",2013-2017,87.90%
17,Illinois,17043846514,"DuPage County, IL - 17043846514",2013-2017,89.00%
17,Illinois,17043846515,"DuPage County, IL - 17043846515",2013-2017,87.60%
17,Illinois,17043846517,"DuPage County, IL - 17043846517",2013-2017,90.30%
17,Illinois,17043846518,"DuPage County, IL - 17043846518",2013-2017,89.20%
17,Illinois,17043846519,"DuPage County, IL - 17043846519",2013-2017,86.70%
17,Illinois,17043846521,"DuPage County, IL - 17043846521",2013-2017,92.90%
17,Illinois,17043846522,"DuPage County, IL - 17043846522",2013-2017,89.70%
17,Illinois,17043846523,"DuPage County, IL - 17043846523",2013-2017,79.90%
17,Illinois,17043846524,"DuPage County, IL - 17043846524",2013-2017,85.00%
17,Illinois,17043846603,"DuPage County, IL - 17043846603",2013-2017,60.60%
17,Illinois,17043846604,"DuPage County, IL - 17043846604",2013-2017,74.40%
17,Illinois,17043846701,"DuPage County, IL - 17043846701",2013-2017,65.10%
17,Illinois,17043846702,"DuPage County, IL - 17043846702",2013-2017,67.30%
17,Illinois,17045070100,"Edgar County, IL - 17045070100",2013-2017,57.10%
17,Illinois,17045070200,"Edgar County, IL - 17045070200",2013-2017,61.10%
17,Illinois,17045070300,"Edgar County, IL - 17045070300",2013-2017,58.30%
17,Illinois,17045070400,"Edgar County, IL - 17045070400",2013-2017,58.90%
17,Illinois,17045070500,"Edgar County, IL - 17045070500",2013-2017,67.30%
17,Illinois,17047956900,"Edwards County, IL - 17047956900",2013-2017,59.80%
17,Illinois,17047957000,"Edwards County, IL - 17047957000",2013-2017,63.20%
17,Illinois,17047957100,"Edwards County, IL - 17047957100",2013-2017,55.70%
17,Illinois,17049950100,"Effingham County, IL - 17049950100",2013-2017,72.40%
17,Illinois,17049950200,"Effingham County, IL - 17049950200",2013-2017,73.80%
17,Illinois,17049950300,"Effingham County, IL - 17049950300",2013-2017,61.10%
17,Illinois,17049950400,"Effingham County, IL - 17049950400",2013-2017,64.20%
17,Illinois,17049950500,"Effingham County, IL - 17049950500",2013-2017,68.90%
17,Illinois,17049950600,"Effingham County, IL - 17049950600",2013-2017,62.60%
17,Illinois,17049950700,"Effingham County, IL - 17049950700",2013-2017,54.70%
17,Illinois,17049950800,"Effingham County, IL - 17049950800",2013-2017,64.30%
17,Illinois,17051950500,"Fayette County, IL - 17051950500",2013-2017,56.00%
17,Illinois,17051950600,"Fayette County, IL - 17051950600",2013-2017,48.20%
17,Illinois,17051950700,"Fayette County, IL - 17051950700",2013-2017,48.30%
17,Illinois,17051950800,"Fayette County, IL - 17051950800",2013-2017,53.30%
17,Illinois,17051950900,"Fayette County, IL - 17051950900",2013-2017,52.00%
17,Illinois,17051951000,"Fayette County, IL - 17051951000",2013-2017,50.40%
17,Illinois,17051951100,"Fayette County, IL - 17051951100",2013-2017,54.40%
17,Illinois,17053961600,"Ford County, IL - 17053961600",2013-2017,62.60%
17,Illinois,17053961700,"Ford County, IL - 17053961700",2013-2017,66.10%
17,Illinois,17053961800,"Ford County, IL - 17053961800",2013-2017,66.40%
17,Illinois,17053961900,"Ford County, IL - 17053961900",2013-2017,72.40%
17,Illinois,17053962000,"Ford County, IL - 17053962000",2013-2017,60.60%
17,Illinois,17055040100,"Franklin County, IL - 17055040100",2013-2017,60.80%
17,Illinois,17055040200,"Franklin County, IL - 17055040200",2013-2017,56.50%
17,Illinois,17055040300,"Franklin County, IL - 17055040300",2013-2017,61.10%
17,Illinois,17055040400,"Franklin County, IL - 17055040400",2013-2017,60.60%
17,Illinois,17055040500,"Franklin County, IL - 17055040500",2013-2017,62.00%
17,Illinois,17055040600,"Franklin County, IL - 17055040600",2013-2017,55.90%
17,Illinois,17055040700,"Franklin County, IL - 17055040700",2013-2017,63.80%
17,Illinois,17055040800,"Franklin County, IL - 17055040800",2013-2017,58.80%
17,Illinois,17055040900,"Franklin County, IL - 17055040900",2013-2017,58.70%
17,Illinois,17055041000,"Franklin County, IL - 17055041000",2013-2017,51.00%
17,Illinois,17055041100,"Franklin County, IL - 17055041100",2013-2017,52.20%
17,Illinois,17055041200,"Franklin County, IL - 17055041200",2013-2017,58.10%
17,Illinois,17057952800,"Fulton County, IL - 17057952800",2013-2017,63.40%
17,Illinois,17057952900,"Fulton County, IL - 17057952900",2013-2017,61.50%
17,Illinois,17057953000,"Fulton County, IL - 17057953000",2013-2017,59.60%
17,Illinois,17057953100,"Fulton County, IL - 17057953100",2013-2017,64.30%
17,Illinois,17057953200,"Fulton County, IL - 17057953200",2013-2017,60.40%
17,Illinois,17057953300,"Fulton County, IL - 17057953300",2013-2017,58.70%
17,Illinois,17057953400,"Fulton County, IL - 17057953400",2013-2017,57.10%
17,Illinois,17057953500,"Fulton County, IL - 17057953500",2013-2017,64.90%
17,Illinois,17057953600,"Fulton County, IL - 17057953600",2013-2017,67.30%
17,Illinois,17057953700,"Fulton County, IL - 17057953700",2013-2017,67.00%
17,Illinois,17057953800,"Fulton County, IL - 17057953800",2013-2017,58.20%
17,Illinois,17057953900,"Fulton County, IL - 17057953900",2013-2017,59.80%
17,Illinois,17059972700,"Gallatin County, IL - 17059972700",2013-2017,50.70%
17,Illinois,17059972800,"Gallatin County, IL - 17059972800",2013-2017,60.50%
17,Illinois,17061973600,"Greene County, IL - 17061973600",2013-2017,59.50%
17,Illinois,17061973700,"Greene County, IL - 17061973700",2013-2017,52.40%
17,Illinois,17061973800,"Greene County, IL - 17061973800",2013-2017,51.50%
17,Illinois,17061973900,"Greene County, IL - 17061973900",2013-2017,52.60%
17,Illinois,17061974000,"Greene County, IL - 17061974000",2013-2017,60.70%
17,Illinois,17063000102,"Grundy County, IL - 17063000102",2013-2017,82.80%
17,Illinois,17063000103,"Grundy County, IL - 17063000103",2013-2017,82.70%
17,Illinois,17063000200,"Grundy County, IL - 17063000200",2013-2017,69.30%
17,Illinois,17063000300,"Grundy County, IL - 17063000300",2013-2017,63.30%
17,Illinois,17063000400,"Grundy County, IL - 17063000400",2013-2017,69.30%
17,Illinois,17063000500,"Grundy County, IL - 17063000500",2013-2017,77.60%
17,Illinois,17063000600,"Grundy County, IL - 17063000600",2013-2017,72.20%
17,Illinois,17063000700,"Grundy County, IL - 17063000700",2013-2017,76.20%
17,Illinois,17063000800,"Grundy County, IL - 17063000800",2013-2017,81.40%
17,Illinois,17063000900,"Grundy County, IL - 17063000900",2013-2017,72.20%
17,Illinois,17065973100,"Hamilton County, IL - 17065973100",2013-2017,52.80%
17,Illinois,17065973200,"Hamilton County, IL - 17065973200",2013-2017,61.00%
17,Illinois,17065973300,"Hamilton County, IL - 17065973300",2013-2017,71.80%
17,Illinois,17067953700,"Hancock County, IL - 17067953700",2013-2017,53.30%
17,Illinois,17067953800,"Hancock County, IL - 17067953800",2013-2017,55.30%
17,Illinois,17067953900,"Hancock County, IL - 17067953900",2013-2017,49.30%
17,Illinois,17067954000,"Hancock County, IL - 17067954000",2013-2017,57.40%
17,Illinois,17067954100,"Hancock County, IL - 17067954100",2013-2017,59.50%
17,Illinois,17067954200,"Hancock County, IL - 17067954200",2013-2017,54.00%
17,Illinois,17067954300,"Hancock County, IL - 17067954300",2013-2017,50.70%
17,Illinois,17069970900,"Hardin County, IL - 17069970900",2013-2017,50.00%
17,Illinois,17069971000,"Hardin County, IL - 17069971000",2013-2017,50.00%
17,Illinois,17071973300,"Henderson County, IL - 17071973300",2013-2017,48.40%
17,Illinois,17071973400,"Henderson County, IL - 17071973400",2013-2017,55.20%
17,Illinois,17071973500,"Henderson County, IL - 17071973500",2013-2017,58.40%
17,Illinois,17073030100,"Henry County, IL - 17073030100",2013-2017,65.80%
17,Illinois,17073030201,"Henry County, IL - 17073030201",2013-2017,66.50%
17,Illinois,17073030202,"Henry County, IL - 17073030202",2013-2017,61.70%
17,Illinois,17073030203,"Henry County, IL - 17073030203",2013-2017,78.60%
17,Illinois,17073030300,"Henry County, IL - 17073030300",2013-2017,67.10%
17,Illinois,17073030400,"Henry County, IL - 17073030400",2013-2017,57.60%
17,Illinois,17073030500,"Henry County, IL - 17073030500",2013-2017,58.90%
17,Illinois,17073030600,"Henry County, IL - 17073030600",2013-2017,57.90%
17,Illinois,17073030800,"Henry County, IL - 17073030800",2013-2017,56.90%
17,Illinois,17073030900,"Henry County, IL - 17073030900",2013-2017,61.60%
17,Illinois,17073031000,"Henry County, IL - 17073031000",2013-2017,52.10%
17,Illinois,17073031100,"Henry County, IL - 17073031100",2013-2017,59.60%
17,Illinois,17073031200,"Henry County, IL - 17073031200",2013-2017,59.80%
17,Illinois,17075950100,"Iroquois County, IL - 17075950100",2013-2017,57.80%
17,Illinois,17075950200,"Iroquois County, IL - 17075950200",2013-2017,65.10%
17,Illinois,17075950300,"Iroquois County, IL - 17075950300",2013-2017,67.70%
17,Illinois,17075950400,"Iroquois County, IL - 17075950400",2013-2017,57.80%
17,Illinois,17075950500,"Iroquois County, IL - 17075950500",2013-2017,62.50%
17,Illinois,17075950600,"Iroquois County, IL - 17075950600",2013-2017,62.40%
17,Illinois,17075950700,"Iroquois County, IL - 17075950700",2013-2017,70.10%
17,Illinois,17075950800,"Iroquois County, IL - 17075950800",2013-2017,64.40%
17,Illinois,17075950900,"Iroquois County, IL - 17075950900",2013-2017,61.80%
17,Illinois,17077010100,"Jackson County, IL - 17077010100",2013-2017,63.10%
17,Illinois,17077010200,"Jackson County, IL - 17077010200",2013-2017,59.30%
17,Illinois,17077010300,"Jackson County, IL - 17077010300",2013-2017,54.80%
17,Illinois,17077010400,"Jackson County, IL - 17077010400",2013-2017,66.20%
17,Illinois,17077010600,"Jackson County, IL - 17077010600",2013-2017,67.50%
17,Illinois,17077010700,"Jackson County, IL - 17077010700",2013-2017,54.30%
17,Illinois,17077010800,"Jackson County, IL - 17077010800",2013-2017,74.50%
17,Illinois,17077010900,"Jackson County, IL - 17077010900",2013-2017,77.10%
17,Illinois,17077011000,"Jackson County, IL - 17077011000",2013-2017,69.80%
17,Illinois,17077011100,"Jackson County, IL - 17077011100",2013-2017,80.50%
17,Illinois,17077011200,"Jackson County, IL - 17077011200",2013-2017,73.60%
17,Illinois,17077011400,"Jackson County, IL - 17077011400",2013-2017,83.60%
17,Illinois,17077011600,"Jackson County, IL - 17077011600",2013-2017,73.20%
17,Illinois,17077011700,"Jackson County, IL - 17077011700",2013-2017,80.60%
17,Illinois,17079977300,"Jasper County, IL - 17079977300",2013-2017,66.80%
17,Illinois,17079977400,"Jasper County, IL - 17079977400",2013-2017,52.80%
17,Illinois,17079977500,"Jasper County, IL - 17079977500",2013-2017,59.60%
17,Illinois,17081050100,"Jefferson County, IL - 17081050100",2013-2017,71.90%
17,Illinois,17081050200,"Jefferson County, IL - 17081050200",2013-2017,60.80%
17,Illinois,17081050300,"Jefferson County, IL - 17081050300",2013-2017,67.50%
17,Illinois,17081050400,"Jefferson County, IL - 17081050400",2013-2017,67.10%
17,Illinois,17081050500,"Jefferson County, IL - 17081050500",2013-2017,58.20%
17,Illinois,17081050600,"Jefferson County, IL - 17081050600",2013-2017,66.60%
17,Illinois,17081050700,"Jefferson County, IL - 17081050700",2013-2017,71.60%
17,Illinois,17081050800,"Jefferson County, IL - 17081050800",2013-2017,64.00%
17,Illinois,17081050900,"Jefferson County, IL - 17081050900",2013-2017,74.50%
17,Illinois,17081051000,"Jefferson County, IL - 17081051000",2013-2017,66.10%
17,Illinois,17081051100,"Jefferson County, IL - 17081051100",2013-2017,51.70%
17,Illinois,17083010100,"Jersey County, IL - 17083010100",2013-2017,64.10%
17,Illinois,17083010200,"Jersey County, IL - 17083010200",2013-2017,64.00%
17,Illinois,17083010300,"Jersey County, IL - 17083010300",2013-2017,60.50%
17,Illinois,17083010401,"Jersey County, IL - 17083010401",2013-2017,60.90%
17,Illinois,17083010402,"Jersey County, IL - 17083010402",2013-2017,57.30%
17,Illinois,17083010500,"Jersey County, IL - 17083010500",2013-2017,51.70%
17,Illinois,17085020100,"Jo Daviess County, IL - 17085020100",2013-2017,57.00%
17,Illinois,17085020200,"Jo Daviess County, IL - 17085020200",2013-2017,60.50%
17,Illinois,17085020300,"Jo Daviess County, IL - 17085020300",2013-2017,69.20%
17,Illinois,17085020401,"Jo Daviess County, IL - 17085020401",2013-2017,66.90%
17,Illinois,17085020402,"Jo Daviess County, IL - 17085020402",2013-2017,50.30%
17,Illinois,17085020500,"Jo Daviess County, IL - 17085020500",2013-2017,57.10%
17,Illinois,17087977600,"Johnson County, IL - 17087977600",2013-2017,53.30%
17,Illinois,17087977700,"Johnson County, IL - 17087977700",2013-2017,54.70%
17,Illinois,17087977800,"Johnson County, IL - 17087977800",2013-2017,50.90%
17,Illinois,17087980000,"Johnson County, IL - 17087980000",2013-2017,33.30%
17,Illinois,17089850101,"Kane County, IL - 17089850101",2013-2017,84.10%
17,Illinois,17089850103,"Kane County, IL - 17089850103",2013-2017,87.20%
17,Illinois,17089850105,"Kane County, IL - 17089850105",2013-2017,84.50%
17,Illinois,17089850106,"Kane County, IL - 17089850106",2013-2017,86.30%
17,Illinois,17089850201,"Kane County, IL - 17089850201",2013-2017,86.30%
17,Illinois,17089850202,"Kane County, IL - 17089850202",2013-2017,67.80%
17,Illinois,17089850301,"Kane County, IL - 17089850301",2013-2017,80.30%
17,Illinois,17089850302,"Kane County, IL - 17089850302",2013-2017,72.70%
17,Illinois,17089850400,"Kane County, IL - 17089850400",2013-2017,59.50%
17,Illinois,17089850500,"Kane County, IL - 17089850500",2013-2017,71.80%
17,Illinois,17089850600,"Kane County, IL - 17089850600",2013-2017,82.30%
17,Illinois,17089850701,"Kane County, IL - 17089850701",2013-2017,87.80%
17,Illinois,17089850702,"Kane County, IL - 17089850702",2013-2017,57.00%
17,Illinois,17089850703,"Kane County, IL - 17089850703",2013-2017,71.00%
17,Illinois,17089850800,"Kane County, IL - 17089850800",2013-2017,75.50%
17,Illinois,17089851000,"Kane County, IL - 17089851000",2013-2017,67.20%
17,Illinois,17089851101,"Kane County, IL - 17089851101",2013-2017,74.20%
17,Illinois,17089851102,"Kane County, IL - 17089851102",2013-2017,63.70%
17,Illinois,17089851301,"Kane County, IL - 17089851301",2013-2017,67.80%
17,Illinois,17089851302,"Kane County, IL - 17089851302",2013-2017,79.60%
17,Illinois,17089851400,"Kane County, IL - 17089851400",2013-2017,76.90%
17,Illinois,17089851500,"Kane County, IL - 17089851500",2013-2017,75.60%
17,Illinois,17089851600,"Kane County, IL - 17089851600",2013-2017,71.80%
17,Illinois,17089851801,"Kane County, IL - 17089851801",2013-2017,78.90%
17,Illinois,17089851904,"Kane County, IL - 17089851904",2013-2017,80.30%
17,Illinois,17089851905,"Kane County, IL - 17089851905",2013-2017,83.90%
17,Illinois,17089851907,"Kane County, IL - 17089851907",2013-2017,84.20%
17,Illinois,17089851908,"Kane County, IL - 17089851908",2013-2017,76.80%
17,Illinois,17089851909,"Kane County, IL - 17089851909",2013-2017,74.00%
17,Illinois,17089851910,"Kane County, IL - 17089851910",2013-2017,62.30%
17,Illinois,17089852001,"Kane County, IL - 17089852001",2013-2017,79.50%
17,Illinois,17089852002,"Kane County, IL - 17089852002",2013-2017,80.80%
17,Illinois,17089852003,"Kane County, IL - 17089852003",2013-2017,70.90%
17,Illinois,17089852101,"Kane County, IL - 17089852101",2013-2017,90.10%
17,Illinois,17089852102,"Kane County, IL - 17089852102",2013-2017,87.10%
17,Illinois,17089852201,"Kane County, IL - 17089852201",2013-2017,75.20%
17,Illinois,17089852202,"Kane County, IL - 17089852202",2013-2017,80.00%
17,Illinois,17089852300,"Kane County, IL - 17089852300",2013-2017,76.60%
17,Illinois,17089852401,"Kane County, IL - 17089852401",2013-2017,81.50%
17,Illinois,17089852402,"Kane County, IL - 17089852402",2013-2017,85.00%
17,Illinois,17089852403,"Kane County, IL - 17089852403",2013-2017,78.50%
17,Illinois,17089852500,"Kane County, IL - 17089852500",2013-2017,77.00%
17,Illinois,17089852601,"Kane County, IL - 17089852601",2013-2017,74.40%
17,Illinois,17089852606,"Kane County, IL - 17089852606",2013-2017,68.60%
17,Illinois,17089852700,"Kane County, IL - 17089852700",2013-2017,82.70%
17,Illinois,17089852803,"Kane County, IL - 17089852803",2013-2017,73.40%
17,Illinois,17089852805,"Kane County, IL - 17089852805",2013-2017,79.20%
17,Illinois,17089852806,"Kane County, IL - 17089852806",2013-2017,88.00%
17,Illinois,17089852807,"Kane County, IL - 17089852807",2013-2017,81.80%
17,Illinois,17089852808,"Kane County, IL - 17089852808",2013-2017,81.90%
17,Illinois,17089852903,"Kane County, IL - 17089852903",2013-2017,81.40%
17,Illinois,17089852904,"Kane County, IL - 17089852904",2013-2017,70.00%
17,Illinois,17089852905,"Kane County, IL - 17089852905",2013-2017,71.40%
17,Illinois,17089852906,"Kane County, IL - 17089852906",2013-2017,73.40%
17,Illinois,17089852907,"Kane County, IL - 17089852907",2013-2017,70.70%
17,Illinois,17089853001,"Kane County, IL - 17089853001",2013-2017,77.70%
17,Illinois,17089853004,"Kane County, IL - 17089853004",2013-2017,68.00%
17,Illinois,17089853005,"Kane County, IL - 17089853005",2013-2017,70.90%
17,Illinois,17089853006,"Kane County, IL - 17089853006",2013-2017,69.90%
17,Illinois,17089853007,"Kane County, IL - 17089853007",2013-2017,73.50%
17,Illinois,17089853008,"Kane County, IL - 17089853008",2013-2017,76.00%
17,Illinois,17089853100,"Kane County, IL - 17089853100",2013-2017,79.90%
17,Illinois,17089853200,"Kane County, IL - 17089853200",2013-2017,65.90%
17,Illinois,17089853300,"Kane County, IL - 17089853300",2013-2017,83.50%
17,Illinois,17089853400,"Kane County, IL - 17089853400",2013-2017,79.00%
17,Illinois,17089853500,"Kane County, IL - 17089853500",2013-2017,70.60%
17,Illinois,17089853600,"Kane County, IL - 17089853600",2013-2017,74.40%
17,Illinois,17089853900,"Kane County, IL - 17089853900",2013-2017,72.70%
17,Illinois,17089854001,"Kane County, IL - 17089854001",2013-2017,68.90%
17,Illinois,17089854002,"Kane County, IL - 17089854002",2013-2017,69.20%
17,Illinois,17089854100,"Kane County, IL - 17089854100",2013-2017,79.30%
17,Illinois,17089854200,"Kane County, IL - 17089854200",2013-2017,73.70%
17,Illinois,17089854301,"Kane County, IL - 17089854301",2013-2017,70.80%
17,Illinois,17089854302,"Kane County, IL - 17089854302",2013-2017,69.40%
17,Illinois,17089854400,"Kane County, IL - 17089854400",2013-2017,72.50%
17,Illinois,17089854501,"Kane County, IL - 17089854501",2013-2017,83.60%
17,Illinois,17089854503,"Kane County, IL - 17089854503",2013-2017,84.10%
17,Illinois,17089854504,"Kane County, IL - 17089854504",2013-2017,84.30%
17,Illinois,17089854600,"Kane County, IL - 17089854600",2013-2017,77.10%
